reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
75a7724a-25be-4040-963b-47f220307428,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi gak jelas apa apa pro. Admin butuh makan,1,4,,2025-04-22 10:32:03,,,
285ce880-f803-48cb-b6f3-8672bd053709,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"GILA BANGET CAPCUT, BUAT SIMPAN (PERCADANGAN) AJA HARUS BAYAR NJIRR, HAMPIR PRO SEMUA",1,6,,2025-04-22 5:25:03,,,
f00e1b38-fb02-4994-af5c-6c49190289ec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi ini sangat berguna bagi saya,jika saya malas ngedi di tiktok,saya bisa menggunakan capcut ini👍",5,0,,2025-04-21 15:05:33,,,
353f34a9-e739-4fe5-8ce7-0e82531f0bb0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ke ta1, masa gambar hitam semua gamabar dh ku gnti apa juga mkin gajelas cc",1,8,14.1.0,2025-04-21 11:14:27,,,14.1.0
abcd1102-d021-4d4e-8c6b-5ec670dd4145,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cakep untuk edit foto sung ae Doungload,5,0,11.5.0,2025-04-20 16:05:44,,,11.5.0
4f743d19-3683-416e-938c-85f563677023,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasinya gak jelas suka terkembali sendiri haduh,1,3,14.0.0,2025-04-20 0:06:18,,,14.0.0
ca7b54da-5443-4caf-9b8a-b165ba3290d2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus sekali,5,0,14.0.0,2025-04-19 14:50:07,,,14.0.0
11e8ce2c-7932-4084-951c-36194d61182e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Dari saya dari dulu sampe sekarang aplikasi ini mantap untuk saya,5,5,14.1.0,2025-04-18 18:09:36,,,14.1.0
50cac349-c3af-43b7-9913-dfb90be8ca11,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong diperbaiki bug nya 🙏,3,0,14.0.0,2025-04-18 7:33:19,,,14.0.0
c185ae4e-09dc-45ea-875c-091e7b3b4f58,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena pas aku download gak loging teros,1,3,,2025-04-17 15:42:46,,,
b50f55e7-7113-41b4-abbe-29a5bd7180af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"PRO!, PRO MULU!",5,4,,2025-04-17 7:39:05,,,
d1cd1931-e3f0-4cd0-9a03-7a6579ae7f29,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Memori ku penuh gk bisa buat aku hapus permainan ku ada 5 yang gk di hapus 3,4,1,,2025-04-16 23:17:39,,,
e47a1f4e-0c49-402f-ac1f-cc6e84d883c6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,suka ngelag terus udah ku instal ulang tetap aja suka ngelag penyebab ngelag -kebanyakan iklan -kebanyakan pro -hama,1,10,,2025-04-16 22:32:25,,,
fb196497-d122-4994-89ad-dc6cb590ee91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"capcut kenapa??!! dikit dikit pro, mau ngedit jadi susah loh! lebih enak capcut yang dulu pas ga pro. sekarang fitur fitur bagus jadi pro, dikit dikit iklan. kenapa kebanyakan pro sih? gajelas banget. jadi males buat edit di capcut.",1,19,14.0.0,2025-04-16 13:47:37,,,14.0.0
d339e747-e15a-4f04-a80d-d214a7cc30f0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk nya bagus banget kaya kucing berak,5,1,14.0.0,2025-04-16 12:35:46,,,14.0.0
5dc23887-1947-4c12-a7f5-92a49fec8034,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,berat + bagus ada bnyk templet tpi kadang suka ngelag si update nya bikin memo cepet penuh + harus ngapus bbrp apk 😌,3,12,14.0.0,2025-04-16 8:38:31,,,14.0.0
f70440f5-2329-4d5d-b336-e55166e4d7e2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-04-16 6:56:38,,,
3466dad6-3d33-48b5-8017-c981132cecca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sekarang aplikasi ini, makin lama makin buat emosi, ngga bagus sama sekali",1,8,14.0.0,2025-04-15 2:34:19,,,14.0.0
7805420d-5e8d-4bc4-ad40-73bb9c915c72,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok tugas kreasiku dikit bgt min? padahal ada salah satu member agensiku tugas kreasinya dr non domestik semua. pdhl punyaku udh gw atur tuh tp ttp ga muncul yg tugas luar. pdhl versi 14.0.0 ini gimana dong,3,0,14.0.0,2025-04-14 16:07:03,,,14.0.0
fdc0b307-cf9f-48a1-9174-6f994c66517e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya bakar capcut nii,5,2,,2025-04-14 11:53:57,,,
97c0a1ea-72fe-4f86-a2c3-b0f29ea2abc6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah banyak memori,banyak iklan pula,banyak bug juga,sekali hapus, download lagi,eh?pas udah diinstal tiba-tiba ke batal sendiri,kayak apa lah gitu,mb nya kayak terlalu banyak,hp ayah saya adek saya pinjam hp ayah saya,adek saya download banyak,gada tuh memori gitu?ini saya download beberapa ajah udah banyak banget,padahal cuma download dikir banget,dan juga yang saya download penting semua,aplikasi tolong diperbaiki ya,mb nya dikurangin 🙏",1,11,13.9.0,2025-04-13 12:28:44,,,13.9.0
da3d1c00-66a7-40fb-842f-fa5126a20381,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mohon maaf sebelum nya aku kasih bintang satu tapi aku janji kalo bisa masuk ke Capcut dan mengedit aku bakal kasih bintang 5,1,4,14.0.0,2025-04-13 11:29:59,,,14.0.0
d4e58cc8-37b9-4a7f-ac00-5f110d7712f3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,capcutnya mentalan,1,3,14.0.0,2025-04-13 10:40:58,,,14.0.0
b5005f40-1f06-4ee8-b5eb-837eabceb90b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gimana sih sekarang apk nya suka ngelag ngebug padahal dulu aman² aja banyak iklan pula perbaiki dong trus mau ngedit muter trus padahal sinyal oke lo gimana sih,1,6,14.0.0,2025-04-12 12:35:58,,,14.0.0
0ca84d9e-474b-4334-8048-c005598cbeec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,FITUR PRO KEK KONZ,1,11,13.3.0,2025-04-12 11:47:08,,,13.3.0
fc03625d-9178-4ac8-9d52-574b681921a2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,14.0.0,2025-04-12 9:37:47,,,14.0.0
000cf69e-3b92-4710-bd20-d53457de8d2e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak usah bayar expor,1,7,11.3.0,2025-04-11 14:28:44,,,11.3.0
a01b66e0-3266-43b3-b571-308f22122b13,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget,5,1,,2025-04-11 9:44:31,,,
d5f1b345-9fd1-4b44-8a68-2d9af54c37bc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"y, bgs. tapi itu memorinya bisa di rendahin lagi gak? udahlah pro semua, ditambah PENYIMPANANNYA ITU LOH! NGURAS MEMORI BANGET TAUKK!!!! KURANGIN GAK LO! 😡 sama fitur pro kurangin lah, jadiin CapCut kaya dulu lagi.",3,6,,2025-04-10 7:55:52,,,
bd002602-f44e-47a9-9822-dc7ebd7b3401,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,anj anj apa si sudah lama lama ng ekspor gk masuk galeri anj udh dua kali lo,1,7,14.0.0,2025-04-09 14:11:24,,,14.0.0
702e2d6a-2083-4c24-a473-8011fe31541b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga seru kaya dlu,1,7,,2025-04-09 12:55:35,,,
ab0f2cc0-8351-4982-90a5-c7cf5714bc42,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Wowwww,5,0,,2025-04-09 12:10:17,,,
b8bd97af-eae7-4447-a54c-5c999ccdb8b4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pada pro😭,2,6,,2025-04-09 7:57:21,,,
bf577e3c-34c7-468c-a5b5-9b74abd23ecf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi nya bagus,5,2,14.0.0,2025-04-07 16:27:36,,,14.0.0
87b9f7ee-e286-4581-b34a-166a02158614,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kinapa tebisa didownload anjingg,5,1,,2025-04-07 12:24:55,,,
6a73eea3-4612-4ed6-9087-8d1075de5c8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Seruuuuuuuuuuuuu bgt,5,1,13.9.0,2025-04-07 12:10:05,,,13.9.0
7bd247da-7458-408f-a066-0b15cb2e8a91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,13.9.0,2025-04-07 10:46:05,,,13.9.0
40369f32-3bbd-450d-9676-b1e0e16e99ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,babi ya kori,4,6,14.0.0,2025-04-05 11:36:50,,,14.0.0
2463f8dc-351b-4c94-a24c-f5a50033c837,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,knapa aku gk bisa dolnot nya,1,2,,2025-04-04 14:37:50,,,
9e8d6c7f-2f40-46fa-adb2-60748d83dc58,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Milla M. h. k benar saya juga,2,0,14.0.0,2025-04-02 11:34:33,,,14.0.0
f98c80bc-3dad-4658-94d2-2829c9d00f7f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,iklan nya tolong di kurangi bg 🗿,1,9,,2025-04-02 11:15:20,,,
ee55dfdc-a65a-4329-a1b7-8566733b2f43,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi kikir,tambah hari tambah aja fiturnya yang harus premium,keluar dikit iklan,mau ngekspor iklan,bahkan edit aja harus pro buat ngilangin wm????,aplikasi kikir kebanyakan iklan,dikit² pro,gausah bikin aplikasi mah kalo kaya gini",1,29,13.9.0,2025-04-02 7:57:15,,,13.9.0
e73257c9-20fa-4bba-8853-4e6de85428d5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-03-31 13:39:10,,,
37a92b4e-1043-4583-a381-fe982a181b5b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"MB nya cukup besar, dan suka ngelag lemott bangett",5,0,,2025-03-31 13:38:32,,,
1e08ee71-deb7-450f-8b13-79598921f969,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi KIKIR. Keluar dikit=iklan,ekspor dikit=iklan,scroll dikit=iklan...",1,0,10.8.2,2025-03-31 13:35:32,,,10.8.2
2a2d88d3-0da3-49e3-9aa0-98d3496e902e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus kok u,5,0,,2025-03-31 13:29:34,,,
109fefe7-a314-44ec-9e1c-87325c140e7d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bangget,5,0,,2025-03-31 13:27:28,,,
e05c1dec-0867-41f2-bea7-b2f1cb784965,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ganggu keluar APK BNTR TAU TAU IKLAN MUNCUL,PAS MAU MAKE TEMPLATE ADA IKLAN,gerak sikit iklan.",1,0,13.9.0,2025-03-31 13:26:29,,,13.9.0
82b99f08-11b4-4981-8e5a-785abe796cda,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa punya saya aplikasinya kokgk bisa dibuka ya?,1,0,,2025-03-31 13:25:21,,,
b2c3d6b4-b655-49b1-8313-9dcee6059246,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,,2025-03-31 13:23:00,,,
28ac48ad-2111-49d2-a336-fb247288efdd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,capcut sekarang lebih banyak yang berbayar (pro) dari yang dulu walau capcut sekarang lebih banyak fitur nya tapi berbayar juga ada fitur pro gratis selama ± 7 hari sih tapi sisanya bayar 😑 jadi kalau mau edit video kurang bagus kualitasnya 😐🙃🙄,1,0,13.6.0,2025-03-31 13:22:14,,,13.6.0
0b363f52-a512-4475-9a20-c7e4be4b489a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,burik 8 bit jangan download mau ekspor video aja lama kali gk jelas harus pake iklan lah tiba2 layar nya jadi lah bge bug lah gk jelas lah pokok nya buat naik tensi aja,1,0,,2025-03-31 13:22:07,,,
d9080f28-89a3-4b81-9b1a-498f39eae73c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga rekomendasi banyak yg lebih murah berkualitas dari capcut,1,0,11.2.0,2025-03-31 13:21:05,,,11.2.0
977a76e0-ec2c-4c33-b1ff-af70cc198095,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"berlangganan otomatis, minimal kalo mau berlangganan di tanya dulu lah puqi",1,0,,2025-03-31 13:19:31,,,
b81a82a7-ac8d-454f-a35b-9f806acd49e6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget 😖🤞🏻🤞🏻,5,0,,2025-03-31 13:18:50,,,
e6344d6d-26fb-4a00-9d9b-7caab86e7b7a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin kesini makin ribet ini apk capcut, jadi males edit edit di capcut",1,0,13.9.0,2025-03-31 13:17:29,,,13.9.0
a47c818e-b358-4d80-bc24-560d597d51fd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,SEKALIAN AJA IKLANNYA 1 JAM TRUS SEMUA PRO,1,0,13.9.0,2025-03-31 13:16:16,,,13.9.0
c8d12ee6-2f9e-438d-a7df-a2172204f415,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"update lagi yg baru tanpa iklan, sama kalo ganti foto gabisa trs😥",1,0,13.9.0,2025-03-31 13:08:29,,,13.9.0
1f5563a6-5791-4c6a-967c-21ee12e00dca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus hanya ke tal banyak iklan dengan harus pro/berbayar,3,0,11.9.0,2025-03-31 13:06:39,,,11.9.0
